#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABI1	FES	9606.ENSP00000365312	9606.ENSP00000331504	0	0	0	0	0	0.129	0	0.074	0.160
ABI1	HSP90AA1	9606.ENSP00000365312	9606.ENSP00000335153	0	0	0	0	0.050	0.052	0.500	0.075	0.528
ABI1	KNL1	9606.ENSP00000365312	9606.ENSP00000335463	0	0	0	0	0	0	0	0.589	0.589
ABI1	EZR	9606.ENSP00000365312	9606.ENSP00000338934	0	0	0	0	0.055	0.163	0	0.147	0.266
ABI1	SEPTIN6	9606.ENSP00000365312	9606.ENSP00000341524	0	0	0	0	0.082	0	0	0.404	0.429
ABI1	PKN1	9606.ENSP00000365312	9606.ENSP00000343325	0	0	0	0	0.042	0	0	0.362	0.362
ABI1	CRTC1	9606.ENSP00000365312	9606.ENSP00000345001	0	0	0	0	0	0	0	0.151	0.150
ABI1	CRKL	9606.ENSP00000365312	9606.ENSP00000346300	0	0	0	0	0.066	0.078	0	0.629	0.653
ABI1	FYN	9606.ENSP00000365312	9606.ENSP00000346671	0	0	0	0	0	0.129	0	0.226	0.298
ABI1	RAC1	9606.ENSP00000365312	9606.ENSP00000348461	0	0	0	0	0.074	0.170	0.500	0.481	0.774
ABI1	AFDN	9606.ENSP00000365312	9606.ENSP00000355771	0	0	0	0	0.042	0	0	0.422	0.422
ABI1	MLLT11	9606.ENSP00000365312	9606.ENSP00000357917	0	0	0	0	0	0	0	0.489	0.489
ABI1	SHOC2	9606.ENSP00000365312	9606.ENSP00000358464	0	0	0	0	0.407	0	0	0.046	0.410
ABI1	NRAS	9606.ENSP00000365312	9606.ENSP00000358548	0	0	0	0	0.067	0.052	0	0.140	0.173
ABI1	RBM15	9606.ENSP00000365312	9606.ENSP00000358799	0	0	0	0	0.050	0.179	0	0	0.186
ABI1	FLNA	9606.ENSP00000365312	9606.ENSP00000358866	0	0	0	0	0.042	0	0	0.167	0.168
ABI1	JUN	9606.ENSP00000365312	9606.ENSP00000360266	0	0	0	0	0	0	0	0.380	0.380
ABI1	EPS15	9606.ENSP00000365312	9606.ENSP00000360798	0	0	0	0	0.170	0	0	0.187	0.297
ABI1	PTEN	9606.ENSP00000365312	9606.ENSP00000361021	0	0	0	0	0.156	0	0	0.135	0.239
ABI1	RALGDS	9606.ENSP00000365312	9606.ENSP00000361120	0	0	0	0	0.056	0	0	0.208	0.220
ABI1	ABL1	9606.ENSP00000365312	9606.ENSP00000361423	0	0	0	0	0	0.876	0.400	0.977	0.998
ABI1	SRC	9606.ENSP00000365312	9606.ENSP00000362680	0	0	0	0	0.049	0.129	0.500	0.740	0.878
ABI1	SYK	9606.ENSP00000365312	9606.ENSP00000364898	0	0	0	0	0.060	0.095	0.500	0.174	0.601
ABI1	FBXO11	9606.ENSP00000365312	9606.ENSP00000384823	0	0	0	0	0.151	0	0	0	0.151
ABI1	MYO5A	9606.ENSP00000365312	9606.ENSP00000382177	0	0	0	0	0.042	0	0	0.151	0.152
ABI1	PTPRC	9606.ENSP00000365312	9606.ENSP00000411355	0	0	0	0	0.079	0.061	0	0.106	0.159
ABI1	CDKN2A	9606.ENSP00000365312	9606.ENSP00000418915	0	0	0	0	0.042	0.053	0	0.149	0.160
ABI1	YES1	9606.ENSP00000365312	9606.ENSP00000462468	0	0	0	0	0.050	0.129	0	0.065	0.160
ABI1	CBLB	9606.ENSP00000365312	9606.ENSP00000499037	0	0	0	0	0.053	0.104	0	0.091	0.162
ABI1	CREB1	9606.ENSP00000365312	9606.ENSP00000387699	0	0	0	0	0.076	0	0	0.132	0.163
ABI1	PTPN11	9606.ENSP00000365312	9606.ENSP00000489597	0	0	0	0	0.059	0.061	0	0.129	0.164
ABI1	JAK1	9606.ENSP00000365312	9606.ENSP00000499900	0	0	0	0	0.111	0.095	0	0.047	0.167
ABI1	NSD1	9606.ENSP00000365312	9606.ENSP00000395929	0	0	0	0	0.049	0	0	0.166	0.172
ABI1	CTNND1	9606.ENSP00000365312	9606.ENSP00000382004	0	0	0	0	0.056	0	0	0.159	0.173
ABI1	XPO1	9606.ENSP00000365312	9606.ENSP00000384863	0	0	0	0	0.074	0	0	0.145	0.175
ABI1	CTNNB1	9606.ENSP00000365312	9606.ENSP00000495360	0	0	0	0	0.049	0	0	0.173	0.180
ABI1	BCLAF1	9606.ENSP00000365312	9606.ENSP00000435210	0	0	0	0	0.062	0.155	0	0.056	0.186
ABI1	BRAF	9606.ENSP00000365312	9606.ENSP00000419060	0	0	0	0	0.062	0.095	0	0.130	0.198
ABI1	KMT2A	9606.ENSP00000365312	9606.ENSP00000436786	0	0	0	0	0.049	0	0	0.194	0.200
ABI1	ITK	9606.ENSP00000365312	9606.ENSP00000398655	0	0	0	0	0.044	0.129	0	0.123	0.207
ABI1	RAF1	9606.ENSP00000365312	9606.ENSP00000401888	0	0	0	0	0.069	0.095	0	0.142	0.214
ABI1	JAK2	9606.ENSP00000365312	9606.ENSP00000371067	0	0	0	0	0.084	0.095	0	0.150	0.234
ABI1	PICALM	9606.ENSP00000365312	9606.ENSP00000377015	0	0	0	0	0.109	0	0	0.182	0.240
ABI1	HRAS	9606.ENSP00000365312	9606.ENSP00000407586	0	0	0	0	0	0.175	0	0.122	0.245
ABI1	MYC	9606.ENSP00000365312	9606.ENSP00000478887	0	0	0	0	0	0.071	0	0.222	0.246
ABI1	DNM2	9606.ENSP00000365312	9606.ENSP00000373905	0	0	0	0	0.064	0	0	0.231	0.250
ABI1	KTN1	9606.ENSP00000365312	9606.ENSP00000378725	0	0	0	0	0.053	0.239	0	0.046	0.252
ABI1	LCK	9606.ENSP00000365312	9606.ENSP00000477713	0	0	0	0	0.042	0.182	0	0.135	0.263
ABI1	GAS7	9606.ENSP00000365312	9606.ENSP00000407552	0	0	0	0	0	0.164	0	0.182	0.287
ABI1	LYN	9606.ENSP00000365312	9606.ENSP00000428924	0	0	0	0	0.068	0.179	0	0.164	0.305
ABI1	NIN	9606.ENSP00000365312	9606.ENSP00000371472	0	0	0	0	0.068	0.292	0	0	0.311
ABI1	RHOA	9606.ENSP00000365312	9606.ENSP00000400175	0	0	0	0	0.067	0.052	0	0.315	0.342
ABI1	AFF3	9606.ENSP00000365312	9606.ENSP00000386834	0	0	0	0	0	0	0	0.356	0.356
ABI1	CLP1	9606.ENSP00000365312	9606.ENSP00000434995	0	0	0	0	0.042	0	0	0.358	0.358
ABI1	SRGAP3	9606.ENSP00000365312	9606.ENSP00000373347	0	0	0	0	0.077	0.086	0	0.316	0.372
ABI1	GPHN	9606.ENSP00000365312	9606.ENSP00000417901	0	0	0	0	0.047	0	0	0.387	0.390
ABI1	SEPTIN5	9606.ENSP00000365312	9606.ENSP00000391311	0	0	0	0	0	0	0	0.415	0.415
ABI1	TFRC	9606.ENSP00000365312	9606.ENSP00000376197	0	0	0	0	0.044	0	0.400	0.077	0.424
ABI1	AFF1	9606.ENSP00000365312	9606.ENSP00000378578	0	0	0	0	0.060	0	0	0.424	0.435
ABI1	CLTCL1	9606.ENSP00000365312	9606.ENSP00000441158	0	0	0	0	0.042	0	0	0.441	0.442
ABI1	SFRP4	9606.ENSP00000365312	9606.ENSP00000410715	0	0	0	0	0	0	0	0.447	0.447
ABI1	GMPS	9606.ENSP00000365312	9606.ENSP00000419851	0	0	0	0	0.042	0	0	0.455	0.455
ABI1	CLTC	9606.ENSP00000365312	9606.ENSP00000479606	0	0	0	0	0.049	0	0	0.478	0.482
ABI1	PIK3R1	9606.ENSP00000365312	9606.ENSP00000428056	0	0	0	0	0.056	0.129	0.400	0.109	0.502
ABI1	AKT1	9606.ENSP00000365312	9606.ENSP00000451828	0	0	0	0	0.042	0.212	0	0.438	0.539
ABI1	MLLT6	9606.ENSP00000365312	9606.ENSP00000479910	0	0	0	0	0.067	0	0	0.563	0.574
ABI1	ARHGEF12	9606.ENSP00000365312	9606.ENSP00000380942	0	0	0	0	0.047	0.069	0	0.560	0.575
ABI1	MLLT3	9606.ENSP00000365312	9606.ENSP00000369695	0	0	0	0	0.047	0	0	0.611	0.613
ABI1	ABL2	9606.ENSP00000365312	9606.ENSP00000427562	0	0	0	0	0	0.331	0	0.473	0.632
ABI1	VAV1	9606.ENSP00000365312	9606.ENSP00000472929	0	0	0	0	0.062	0.078	0.500	0.263	0.639
ABI1	FNBP1	9606.ENSP00000365312	9606.ENSP00000413625	0	0	0	0	0.074	0.095	0	0.655	0.686
ABI1	CDC42	9606.ENSP00000365312	9606.ENSP00000497733	0	0	0	0	0.064	0.074	0.400	0.689	0.816
ABI1	WAS	9606.ENSP00000365312	9606.ENSP00000365891	0	0	0	0	0.044	0.286	0.400	0.773	0.894
ABI1	SOS1	9606.ENSP00000365312	9606.ENSP00000384675	0	0	0	0	0.064	0.332	0	0.997	0.998
ABL1	CD74	9606.ENSP00000361423	9606.ENSP00000009530	0	0	0	0	0	0	0	0.167	0.167
ABL1	CDH17	9606.ENSP00000361423	9606.ENSP00000027335	0	0	0	0	0	0.067	0	0.278	0.297
ABL1	GNA11	9606.ENSP00000361423	9606.ENSP00000078429	0	0	0	0	0.119	0	0	0.484	0.526
ABL1	BCL3	9606.ENSP00000361423	9606.ENSP00000164227	0	0	0	0	0.098	0.095	0	0.175	0.267
ABL1	FGF4	9606.ENSP00000361423	9606.ENSP00000168712	0	0	0	0	0.064	0	0	0.248	0.266
ABL1	MAPK1	9606.ENSP00000361423	9606.ENSP00000215832	0	0	0	0.588	0.064	0.110	0	0.695	0.724
ABL1	MYH9	9606.ENSP00000361423	9606.ENSP00000216181	0	0	0	0	0.099	0.079	0	0.170	0.251
ABL1	NFKBIA	9606.ENSP00000361423	9606.ENSP00000216797	0	0	0	0	0.086	0.331	0	0.351	0.569
ABL1	STAG2	9606.ENSP00000361423	9606.ENSP00000218089	0	0	0	0	0	0	0	0.360	0.360
ABL1	TSC2	9606.ENSP00000361423	9606.ENSP00000219476	0	0	0	0	0.060	0.046	0	0.343	0.359
ABL1	AGO2	9606.ENSP00000361423	9606.ENSP00000220592	0	0	0	0	0.092	0.069	0	0.309	0.365
ABL1	CD79A	9606.ENSP00000361423	9606.ENSP00000221972	0	0	0	0	0	0	0	0.431	0.431
ABL1	PIK3R2	9606.ENSP00000361423	9606.ENSP00000222254	0	0	0	0.551	0.067	0.208	0	0.138	0.308
ABL1	HGF	9606.ENSP00000361423	9606.ENSP00000222390	0	0	0	0	0	0.096	0	0.338	0.376
ABL1	DDX5	9606.ENSP00000361423	9606.ENSP00000225792	0	0	0	0	0.042	0.156	0	0.389	0.463
ABL1	COL1A1	9606.ENSP00000361423	9606.ENSP00000225964	0	0	0	0	0.067	0.084	0	0.220	0.275
ABL1	IL2	9606.ENSP00000361423	9606.ENSP00000226730	0	0	0	0	0	0	0	0.419	0.418
ABL1	CCND1	9606.ENSP00000361423	9606.ENSP00000227507	0	0	0	0	0.067	0	0.400	0.577	0.742
ABL1	GLI1	9606.ENSP00000361423	9606.ENSP00000228682	0	0	0	0	0.055	0.071	0	0.322	0.353
ABL1	CDKN1B	9606.ENSP00000361423	9606.ENSP00000228872	0	0	0	0	0.086	0.296	0.400	0.420	0.746
ABL1	MLH1	9606.ENSP00000361423	9606.ENSP00000231790	0	0	0	0	0.042	0	0	0.480	0.481
ABL1	MSH2	9606.ENSP00000361423	9606.ENSP00000233146	0	0	0	0	0	0.045	0	0.290	0.293
ABL1	MSH6	9606.ENSP00000361423	9606.ENSP00000234420	0	0	0	0	0.045	0.045	0	0.382	0.387
ABL1	BCL9	9606.ENSP00000361423	9606.ENSP00000234739	0	0	0	0	0.061	0	0	0.195	0.211
ABL1	PRDM2	9606.ENSP00000361423	9606.ENSP00000235372	0	0	0	0	0.064	0.045	0	0.158	0.182
ABL1	ATIC	9606.ENSP00000361423	9606.ENSP00000236959	0	0	0	0	0.049	0.059	0	0.167	0.189
ABL1	PRRX1	9606.ENSP00000361423	9606.ENSP00000239461	0	0	0	0	0.042	0.058	0	0.138	0.154
ABL1	DUSP4	9606.ENSP00000361423	9606.ENSP00000240100	0	0	0	0	0.044	0.092	0	0.156	0.203
ABL1	TFG	9606.ENSP00000361423	9606.ENSP00000240851	0	0	0	0	0.049	0.098	0	0.118	0.177
ABL1	FLT3	9606.ENSP00000361423	9606.ENSP00000241453	0	0	0	0.600	0.095	0.215	0	0.346	0.495
ABL1	HOXC13	9606.ENSP00000361423	9606.ENSP00000243056	0	0	0	0	0	0.046	0	0.303	0.306
ABL1	PLCG1	9606.ENSP00000361423	9606.ENSP00000244007	0	0	0	0.548	0.091	0.361	0	0.176	0.479
ABL1	H4C6	9606.ENSP00000361423	9606.ENSP00000244537	0	0	0	0	0	0	0	0.244	0.244
ABL1	SOX9	9606.ENSP00000361423	9606.ENSP00000245479	0	0	0	0	0.084	0.054	0	0.161	0.210
ABL1	CCR7	9606.ENSP00000361423	9606.ENSP00000246657	0	0	0	0	0	0	0	0.176	0.175
ABL1	RRAS	9606.ENSP00000361423	9606.ENSP00000246792	0	0	0	0	0.094	0.110	0	0.190	0.290
ABL1	TRAF2	9606.ENSP00000361423	9606.ENSP00000247668	0	0	0	0	0.069	0.090	0	0.125	0.195
ABL1	RAC2	9606.ENSP00000361423	9606.ENSP00000249071	0	0	0	0	0.086	0.110	0.900	0.353	0.940
ABL1	SMO	9606.ENSP00000361423	9606.ENSP00000249373	0	0	0	0	0.072	0.071	0	0.625	0.648
ABL1	MYOD1	9606.ENSP00000361423	9606.ENSP00000250003	0	0	0	0	0	0	0	0.155	0.154
ABL1	FOXA1	9606.ENSP00000361423	9606.ENSP00000250448	0	0	0	0	0	0.052	0	0.166	0.176
ABL1	MLLT1	9606.ENSP00000361423	9606.ENSP00000252674	0	0	0	0	0.186	0	0	0.544	0.613
ABL1	MNX1	9606.ENSP00000361423	9606.ENSP00000252971	0	0	0	0	0.067	0.054	0	0.160	0.193
ABL1	SESN2	9606.ENSP00000361423	9606.ENSP00000253063	0	0	0	0	0.058	0.045	0	0.136	0.154
ABL1	RARA	9606.ENSP00000361423	9606.ENSP00000254066	0	0	0	0	0.063	0.097	0	0.695	0.719
ABL1	FUS	9606.ENSP00000361423	9606.ENSP00000254108	0	0	0	0	0.055	0.162	0	0.276	0.377
ABL1	DNAJB1	9606.ENSP00000361423	9606.ENSP00000254322	0	0	0	0	0.058	0.078	0	0.272	0.313
ABL1	H3-3B	9606.ENSP00000361423	9606.ENSP00000254810	0	0	0	0	0.070	0.095	0	0.427	0.476
ABL1	KRAS	9606.ENSP00000361423	9606.ENSP00000256078	0	0	0	0	0.074	0.110	0	0.669	0.703
ABL1	RRAS2	9606.ENSP00000361423	9606.ENSP00000256196	0	0	0	0	0.074	0.110	0	0.116	0.208
ABL1	VHL	9606.ENSP00000361423	9606.ENSP00000256474	0	0	0	0	0.049	0.053	0	0.160	0.177
ABL1	NOTCH2	9606.ENSP00000361423	9606.ENSP00000256646	0	0	0	0	0.086	0.098	0	0.246	0.324
ABL1	DDB2	9606.ENSP00000361423	9606.ENSP00000256996	0	0	0	0	0.049	0	0	0.174	0.180
ABL1	PDGFRA	9606.ENSP00000361423	9606.ENSP00000257290	0	0	0	0.581	0.095	0.074	0	0.328	0.388
ABL1	APC	9606.ENSP00000361423	9606.ENSP00000257430	0	0	0	0	0	0.097	0	0.174	0.223
ABL1	MSI1	9606.ENSP00000361423	9606.ENSP00000257552	0	0	0	0	0	0	0	0.430	0.430
ABL1	LMO2	9606.ENSP00000361423	9606.ENSP00000257818	0	0	0	0	0	0.058	0	0.380	0.391
ABL1	CDK4	9606.ENSP00000361423	9606.ENSP00000257904	0	0	0	0.607	0.097	0.098	0.400	0.511	0.729
ABL1	MDM2	9606.ENSP00000361423	9606.ENSP00000258149	0	0	0	0	0	0.628	0	0.732	0.896
ABL1	POU5F1	9606.ENSP00000361423	9606.ENSP00000259915	0	0	0	0	0.043	0	0	0.270	0.271
ABL1	BARD1	9606.ENSP00000361423	9606.ENSP00000260947	0	0	0	0	0	0.095	0.500	0.175	0.594
ABL1	ITGAV	9606.ENSP00000361423	9606.ENSP00000261023	0	0	0	0	0.077	0.058	0	0.145	0.192
ABL1	CCND2	9606.ENSP00000361423	9606.ENSP00000261254	0	0	0	0	0	0.292	0.400	0.373	0.710
ABL1	SPECC1	9606.ENSP00000361423	9606.ENSP00000261503	0	0	0	0	0.087	0	0	0.115	0.157
ABL1	PALB2	9606.ENSP00000361423	9606.ENSP00000261584	0	0	0	0	0.049	0	0	0.222	0.228
ABL1	CDH1	9606.ENSP00000361423	9606.ENSP00000261769	0	0	0	0	0	0.067	0	0.418	0.433
ABL1	PDGFRB	9606.ENSP00000361423	9606.ENSP00000261799	0	0	0	0.581	0.093	0.316	0	0.376	0.580
ABL1	FLT4	9606.ENSP00000361423	9606.ENSP00000261937	0	0	0	0.577	0.095	0.074	0	0.161	0.235
ABL1	PIK3C3	9606.ENSP00000361423	9606.ENSP00000262039	0	0	0	0	0	0.053	0	0.947	0.947
ABL1	SMAD2	9606.ENSP00000361423	9606.ENSP00000262160	0	0	0	0	0.091	0.091	0	0.392	0.454
ABL1	KCNH2	9606.ENSP00000361423	9606.ENSP00000262186	0	0	0	0	0	0.057	0	0.205	0.218
ABL1	RHEB	9606.ENSP00000361423	9606.ENSP00000262187	0	0	0	0	0.074	0.110	0	0.222	0.303
ABL1	KMT2C	9606.ENSP00000361423	9606.ENSP00000262189	0	0	0	0	0	0.045	0	0.230	0.233
ABL1	AXIN1	9606.ENSP00000361423	9606.ENSP00000262320	0	0	0	0	0.098	0.127	0	0.308	0.407
ABL1	CREBBP	9606.ENSP00000361423	9606.ENSP00000262367	0	0	0	0	0.304	0.047	0	0.415	0.578
ABL1	CCNE1	9606.ENSP00000361423	9606.ENSP00000262643	0	0	0	0	0.058	0.074	0	0.277	0.314
ABL1	CDKN2C	9606.ENSP00000361423	9606.ENSP00000262662	0	0	0	0	0.048	0.095	0	0.183	0.234
ABL1	PIK3R3	9606.ENSP00000361423	9606.ENSP00000262741	0	0	0	0	0	0.093	0	0.194	0.237
ABL1	ELL	9606.ENSP00000361423	9606.ENSP00000262809	0	0	0	0	0.054	0	0	0.311	0.320
ABL1	E2F3	9606.ENSP00000361423	9606.ENSP00000262904	0	0	0	0	0.058	0.057	0	0.231	0.257
ABL1	MAP2K2	9606.ENSP00000361423	9606.ENSP00000262948	0	0	0	0.594	0.080	0.161	0	0.178	0.311
ABL1	TCF3	9606.ENSP00000361423	9606.ENSP00000262965	0	0	0	0	0.108	0	0.500	0.658	0.834
ABL1	MAPK3	9606.ENSP00000361423	9606.ENSP00000263025	0	0	0	0.584	0.064	0.110	0	0.268	0.338
ABL1	CCDC6	9606.ENSP00000361423	9606.ENSP00000263102	0	0	0	0	0.067	0	0	0.561	0.572
ABL1	DGCR8	9606.ENSP00000361423	9606.ENSP00000263209	0	0	0	0	0.109	0	0	0.167	0.226
ABL1	EP300	9606.ENSP00000361423	9606.ENSP00000263253	0	0	0	0	0.304	0.230	0	0.438	0.673
ABL1	PAX8	9606.ENSP00000361423	9606.ENSP00000263334	0	0	0	0	0	0	0	0.190	0.190
ABL1	BRD4	9606.ENSP00000361423	9606.ENSP00000263377	0	0	0	0	0.072	0	0	0.448	0.466
ABL1	NOTCH3	9606.ENSP00000361423	9606.ENSP00000263388	0	0	0	0	0.078	0.193	0	0.220	0.370
ABL1	BIRC3	9606.ENSP00000361423	9606.ENSP00000263464	0	0	0	0	0	0.092	0	0.423	0.454
ABL1	EPAS1	9606.ENSP00000361423	9606.ENSP00000263734	0	0	0	0	0.059	0.071	0	0.254	0.291
ABL1	EPCAM	9606.ENSP00000361423	9606.ENSP00000263735	0	0	0	0	0	0	0	0.202	0.202
ABL1	STRN	9606.ENSP00000361423	9606.ENSP00000263918	0	0	0	0	0.081	0.053	0	0.125	0.172
